----------------------------------------------------------------------------------------------------
loss                 | architecture | batch_size | seq_len    | hidden_size  | dropout  | num_layers | iter  | total_time
0.07097017019987106  | TCN          | 128        | 184     | 96          | 0.05668207718882215 | 1          | 177  | 905.345675945282
0.07208626717329025  | TCN          | 128        | 96      | 80          | 0.023057053729324647 | 2          | 309  | 1515.6205489635468
0.07267549633979797  | TCN          | 256        | 56      | 64          | 0.05989311649427699 | 2          | 224  | 352.31223607063293
0.07359188050031662  | TCN          | 256        | 32      | 48          | 0.047964347594859416 | 2          | 196  | 235.35610389709473
0.07493920624256134  | TCN          | 128        | 152     | 96          | 0.01025874345443452 | 2          | 143  | 548.6472361087799
0.08678607642650604  | LSTM         | 256        | 168     | 128         | 0.21951949992764497 | 2          | 388  | 1029.7639796733856
0.09826382994651794  | TCN          | 256        | 176     | 112         | 0.31815042543122085 | 1          | 387  | 1568.902594089508
0.0985998585820198   | TCN          | 256        | 144     | 40          | 0.013416390095310851 | 2          | 244  | 4225.087748765945
0.10487545281648636  | TCN          | 256        | 144     | 72          | 0.01791093058673367 | 1          | 396  | 1005.4212169647217
0.11909884959459305  | TCN          | 256        | 176     | 80          | 0.2407305012920305  | 1          | 331  | 1117.4322972297668
0.14564280211925507  | TCN          | 256        | 192     | 120         | 0.3718234432109922  | 1          | 264  | 1374.7686941623688
0.1524384766817093   | LSTM         | 128        | 72      | 72          | 0.012933871874915013 | 1          | 345  | 1020.5305230617523
0.1701270043849945   | LSTM         | 128        | 192     | 64          | 0.056079963633886   | 1          | 342  | 856.7923181056976
0.18257448077201843  | GRU          | 128        | 152     | 32          | 0.10906183119159961 | 2          | 298  | 728.6658134460449
0.18281249701976776  | TCN          | 128        | 184     | 32          | 0.2545285619024617  | 1          | 278  | 654.0867102146149
0.1839297115802765   | TCN          | 256        | 64      | 96          | 0.02253688568950777 | 1          | 309  | 474.35601568222046
0.19909779727458954  | TCN          | 128        | 32      | 40          | 0.2517651009462202  | 1          | 294  | 845.1392908096313
0.2099086493253708   | LSTM         | 128        | 40      | 120         | 0.090985125812611   | 2          | 291  | 942.1468567848206
0.21052809059619904  | LSTM         | 128        | 64      | 80          | 0.012054539720549479 | 2          | 198  | 451.2256727218628
0.21967262029647827  | LSTM         | 128        | 160     | 56          | 0.050935819163530564 | 2          | 277  | 643.0961112976074
0.24608038365840912  | LSTM         | 128        | 184     | 32          | 0.08025813141048971 | 2          | 255  | 575.016542673111
